Location,Result,Units,Datetime
Lake Mead Hoover Dam and Powerplant,25755.1,af,07/20/24
Lake Mead Hoover Dam and Powerplant,23503.9,af,07/21/24
Lake Mead Hoover Dam and Powerplant,25576,af,07/22/24
Lake Mead Hoover Dam and Powerplant,29664.7,af,07/23/24
Lake Mead Hoover Dam and Powerplant,30056,af,07/24/24
Lake Mead Hoover Dam and Powerplant,30587.1,af,07/25/24
Lake Mead Hoover Dam and Powerplant,27607.1,af,07/26/24
Lake Mead Hoover Dam and Powerplant,21046.8,af,07/27/24
Lake Mead Hoover Dam and Powerplant,20216.2,af,07/28/24
Lake Mead Hoover Dam and Powerplant,22173.2,af,07/29/24
Lake Mead Hoover Dam and Powerplant,26250,af,07/30/24
Lake Mead Hoover Dam and Powerplant,28686.2,af,07/31/24
Lake Mead Hoover Dam and Powerplant,24074,af,08/01/24
Lake Mead Hoover Dam and Powerplant,24109.9,af,08/02/24
Lake Mead Hoover Dam and Powerplant,23025.2,af,08/03/24
Lake Mead Hoover Dam and Powerplant,20894.2,af,08/04/24
Lake Mead Hoover Dam and Powerplant,23714.8,af,08/05/24
Lake Mead Hoover Dam and Powerplant,29068.9,af,08/06/24
Lake Mead Hoover Dam and Powerplant,21480,af,08/07/24
Lake Mead Hoover Dam and Powerplant,18340.1,af,08/08/24
Lake Mead Hoover Dam and Powerplant,21314,af,08/09/24
Lake Mead Hoover Dam and Powerplant,16716.9,af,08/10/24
Lake Mead Hoover Dam and Powerplant,15320.9,af,08/11/24
Lake Mead Hoover Dam and Powerplant,15680.1,af,08/12/24
Lake Mead Hoover Dam and Powerplant,14403,af,08/13/24
Lake Mead Hoover Dam and Powerplant,14231,af,08/14/24
Lake Mead Hoover Dam and Powerplant,18100.2,af,08/15/24
Lake Mead Hoover Dam and Powerplant,17355,af,08/16/24
Lake Mead Hoover Dam and Powerplant,15294,af,08/17/24
Lake Mead Hoover Dam and Powerplant,14607.9,af,08/18/24
Lake Mead Hoover Dam and Powerplant,20570.1,af,08/19/24
Lake Mead Hoover Dam and Powerplant,25159.8,af,08/20/24
Lake Mead Hoover Dam and Powerplant,22777.9,af,08/21/24
Lake Mead Hoover Dam and Powerplant,21703.9,af,08/22/24
Lake Mead Hoover Dam and Powerplant,19989.8,af,08/23/24
Lake Mead Hoover Dam and Powerplant,16472.1,af,08/24/24
Lake Mead Hoover Dam and Powerplant,16709.1,af,08/25/24
Lake Mead Hoover Dam and Powerplant,17937.9,af,08/26/24
Lake Mead Hoover Dam and Powerplant,19872.2,af,08/27/24
Lake Mead Hoover Dam and Powerplant,20906.9,af,08/28/24
Lake Mead Hoover Dam and Powerplant,22135,af,08/29/24
Lake Mead Hoover Dam and Powerplant,22483.3,af,08/30/24
Lake Mead Hoover Dam and Powerplant,19193,af,08/31/24
Lake Mead Hoover Dam and Powerplant,12374,af,09/01/24
Lake Mead Hoover Dam and Powerplant,15238.3,af,09/02/24
Lake Mead Hoover Dam and Powerplant,15300,af,09/03/24
Lake Mead Hoover Dam and Powerplant,16204.8,af,09/04/24
Lake Mead Hoover Dam and Powerplant,17506,af,09/05/24
Lake Mead Hoover Dam and Powerplant,17352.1,af,09/06/24
Lake Mead Hoover Dam and Powerplant,13589.8,af,09/07/24
Lake Mead Hoover Dam and Powerplant,13868.9,af,09/08/24
Lake Mead Hoover Dam and Powerplant,15782.1,af,09/09/24
Lake Mead Hoover Dam and Powerplant,19696.9,af,09/10/24
Lake Mead Hoover Dam and Powerplant,17907.9,af,09/11/24
Lake Mead Hoover Dam and Powerplant,15921.2,af,09/12/24
Lake Mead Hoover Dam and Powerplant,16565.2,af,09/13/24
Lake Mead Hoover Dam and Powerplant,14027.9,af,09/14/24
Lake Mead Hoover Dam and Powerplant,14102.3,af,09/15/24
Lake Mead Hoover Dam and Powerplant,16915.9,af,09/16/24
Lake Mead Hoover Dam and Powerplant,16560.7,af,09/17/24
Lake Mead Hoover Dam and Powerplant,18369,af,09/18/24
Lake Mead Hoover Dam and Powerplant,19289,af,09/19/24
Lake Mead Hoover Dam and Powerplant,20108.2,af,09/20/24
Lake Mead Hoover Dam and Powerplant,14724.3,af,09/21/24
